,Age,Gender,Country,Education Level,Role,Programming Experience,ML Experience,Company Size,Company Data Scientists,Yearly Compensation,Spent Money (5years),Primary Tool,# of Languages,# of Visual tools,# of ML frameworks,# of ML algorithms
519,1,0,0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,2,2,1,1
521,3,0,0,4.0,6.0,4.0,6.0,4.0,2.0,0.0,4.0,1.0,3,3,4,6
522,0,1,0,2.0,7.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2,2,3,4
524,3,0,0,2.0,5.0,3.0,3.0,5.0,3.0,10.0,1.0,3.0,3,1,1,1
527,7,0,2,3.0,9.0,5.0,3.0,5.0,7.0,13.0,1.0,0.0,1,1,2,2
529,4,0,3,2.0,3.0,4.0,3.0,5.0,7.0,10.0,2.0,3.0,3,7,3,4
530,5,0,2,3.0,9.0,3.0,5.0,5.0,1.0,14.0,5.0,5.0,3,3,5,5
531,3,0,3,5.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2,2,3,3
532,8,0,2,5.0,9.0,5.0,3.0,1.0,1.0,0.0,1.0,3.0,4,5,2,4
534,9,0,3,4.0,0.0,5.0,8.0,4.0,6.0,22.0,6.0,5.0,1,1,2,3
535,6,0,0,3.0,8.0,3.0,1.0,3.0,2.0,18.0,2.0,0.0,2,2,2,1
536,4,1,0,3.0,0.0,4.0,1.0,3.0,4.0,7.0,3.0,0.0,2,3,3,3
537,4,0,2,3.0,0.0,0.0,2.0,4.0,5.0,8.0,1.0,1.0,0,0,0,0
538,4,0,3,2.0,9.0,3.0,0.0,2.0,2.0,19.0,1.0,2.0,2,2,0,0
540,5,0,0,2.0,0.0,1.0,0.0,2.0,1.0,17.0,1.0,0.0,1,1,0,0
541,1,0,0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1,3,4,1
542,7,0,3,3.0,10.0,6.0,3.0,1.0,3.0,21.0,5.0,3.0,3,5,4,6
544,0,0,0,2.0,3.0,1.0,1.0,1.0,1.0,23.0,2.0,3.0,1,4,4,5
545,4,1,2,3.0,0.0,4.0,0.0,5.0,7.0,19.0,1.0,0.0,1,1,0,0
546,4,1,2,3.0,4.0,4.0,1.0,4.0,1.0,12.0,3.0,3.0,2,2,1,1
547,3,0,0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,3.0,3.0,4,7,9,10
551,6,0,0,4.0,6.0,6.0,8.0,4.0,7.0,12.0,5.0,1.0,2,1,1,5
557,3,0,0,4.0,3.0,3.0,3.0,1.0,3.0,11.0,4.0,3.0,2,3,6,7
558,9,1,3,4.0,3.0,6.0,1.0,1.0,1.0,0.0,5.0,3.0,1,2,1,1
561,2,1,5,5.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,5,1,0,0
562,3,0,3,4.0,3.0,4.0,6.0,3.0,4.0,18.0,3.0,3.0,1,1,6,4
563,4,1,1,4.0,6.0,5.0,6.0,1.0,1.0,8.0,3.0,3.0,4,1,2,6
565,2,0,5,4.0,7.0,4.0,4.0,4.0,7.0,4.0,3.0,3.0,7,1,4,2
566,3,1,0,2.0,4.0,4.0,1.0,5.0,3.0,6.0,4.0,2.0,3,2,1,3
569,2,0,3,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0,0,0,0
570,1,0,1,3.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,2,1,2,2
571,4,0,3,3.0,3.0,5.0,6.0,5.0,7.0,21.0,6.0,4.0,3,3,4,8
573,6,0,3,3.0,10.0,5.0,6.0,5.0,7.0,16.0,4.0,4.0,2,1,3,4
576,4,0,2,4.0,10.0,5.0,2.0,3.0,3.0,13.0,4.0,4.0,2,1,1,2
580,5,0,0,3.0,4.0,5.0,1.0,1.0,1.0,10.0,1.0,0.0,1,2,1,2
582,6,0,0,4.0,6.0,6.0,7.0,1.0,2.0,18.0,6.0,5.0,1,3,5,6
583,5,0,3,4.0,3.0,5.0,7.0,2.0,5.0,20.0,5.0,3.0,3,1,2,3
584,4,0,2,4.0,6.0,5.0,3.0,1.0,3.0,0.0,2.0,0.0,4,1,1,2
585,6,0,2,2.0,8.0,3.0,0.0,3.0,1.0,17.0,3.0,2.0,1,1,0,0
588,9,0,5,4.0,6.0,6.0,0.0,1.0,1.0,10.0,1.0,1.0,2,1,0,0
589,4,0,3,3.0,7.0,5.0,5.0,5.0,7.0,11.0,6.0,3.0,2,2,5,5
591,2,0,0,2.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,2,2,4,3
595,2,0,0,2.0,5.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,2,1,0,0
597,7,0,3,2.0,10.0,3.0,1.0,1.0,2.0,11.0,3.0,0.0,2,4,3,3
598,2,0,0,5.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1,1,1,1
599,3,0,0,3.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1,2,2,2
600,4,0,1,2.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,4,3,1,2
602,2,0,0,2.0,7.0,1.0,1.0,5.0,7.0,4.0,3.0,3.0,3,2,7,4
603,8,0,2,1.0,3.0,6.0,6.0,1.0,1.0,18.0,3.0,3.0,3,4,4,3
604,5,0,2,3.0,0.0,3.0,1.0,5.0,4.0,16.0,4.0,4.0,1,1,2,1
606,1,0,0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2,2,5,5
607,4,0,2,4.0,6.0,6.0,6.0,5.0,7.0,20.0,4.0,0.0,6,2,4,3
608,1,0,5,1.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,3,1,2,5
611,2,1,0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1,1,0,0
613,0,1,0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1,2,1,2
614,5,1,0,4.0,6.0,6.0,7.0,2.0,2.0,8.0,4.0,3.0,2,1,1,3
615,1,0,0,2.0,0.0,1.0,1.0,4.0,3.0,7.0,3.0,2.0,1,2,4,1
616,2,0,0,3.0,5.0,1.0,1.0,2.0,6.0,5.0,1.0,1.0,1,2,1,2
617,3,0,5,4.0,6.0,5.0,3.0,1.0,3.0,11.0,3.0,1.0,1,1,3,3
618,6,0,0,2.0,9.0,2.0,2.0,5.0,7.0,2.0,6.0,0.0,1,3,2,5
619,2,0,0,2.0,4.0,2.0,3.0,5.0,7.0,7.0,1.0,0.0,4,1,4,6
622,6,0,1,5.0,9.0,3.0,5.0,2.0,1.0,5.0,3.0,1.0,1,1,1,3
623,3,0,5,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,0.0,3,4,3,2
625,1,0,0,3.0,4.0,3.0,2.0,5.0,7.0,7.0,3.0,0.0,5,2,4,6
628,3,0,3,3.0,3.0,4.0,5.0,5.0,7.0,10.0,1.0,4.0,4,5,2,3
629,2,1,0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0
630,2,1,0,3.0,5.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,3,5,2,2
632,2,1,1,5.0,4.0,3.0,0.0,2.0,4.0,5.0,1.0,0.0,1,1,0,0
633,3,0,3,3.0,9.0,4.0,0.0,5.0,7.0,22.0,2.0,0.0,2,1,0,0
634,3,0,2,3.0,9.0,4.0,3.0,4.0,3.0,14.0,1.0,2.0,2,2,2,3
635,0,2,3,1.0,6.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,2,2,0,0
637,5,0,0,4.0,9.0,6.0,5.0,3.0,4.0,17.0,4.0,3.0,5,3,5,5
638,6,0,1,4.0,6.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,4,2,2,4
640,6,0,1,4.0,0.0,2.0,1.0,4.0,2.0,14.0,1.0,0.0,1,1,1,3
643,3,0,2,4.0,3.0,4.0,0.0,4.0,7.0,15.0,6.0,3.0,2,3,0,0
646,5,0,0,5.0,10.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,4,3,3,5
648,2,0,0,2.0,3.0,3.0,5.0,4.0,5.0,11.0,4.0,3.0,6,4,7,2
649,2,0,0,2.0,8.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,2,1,0,0
652,7,0,5,4.0,3.0,6.0,8.0,5.0,7.0,18.0,6.0,3.0,1,3,1,2
653,2,0,2,3.0,3.0,4.0,4.0,2.0,3.0,8.0,4.0,3.0,4,3,3,5
654,5,0,0,2.0,4.0,5.0,5.0,4.0,7.0,23.0,6.0,4.0,2,2,3,5
655,7,1,2,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,2,2,5,3
656,7,0,0,4.0,7.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,1,3,2,8
657,7,0,2,3.0,3.0,5.0,6.0,2.0,3.0,15.0,4.0,3.0,2,4,6,3
659,2,0,1,2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,2,2,0,0
660,2,0,2,3.0,3.0,3.0,4.0,4.0,7.0,15.0,6.0,4.0,3,4,3,6
662,5,0,0,3.0,0.0,3.0,0.0,5.0,6.0,14.0,4.0,0.0,3,1,0,0
663,2,0,2,3.0,3.0,3.0,4.0,5.0,7.0,13.0,4.0,3.0,1,1,3,5
666,3,0,2,4.0,6.0,4.0,6.0,5.0,4.0,15.0,6.0,3.0,5,4,8,9
667,6,0,2,3.0,10.0,5.0,1.0,1.0,2.0,12.0,2.0,2.0,1,2,3,3
668,4,1,3,4.0,5.0,4.0,0.0,5.0,4.0,18.0,1.0,1.0,2,2,0,0
670,3,1,0,4.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,1,2,1,3
672,2,0,2,3.0,5.0,0.0,1.0,5.0,7.0,7.0,1.0,2.0,0,0,0,0
673,2,0,0,2.0,3.0,3.0,3.0,4.0,7.0,1.0,4.0,1.0,2,3,3,3
674,1,0,2,1.0,4.0,3.0,0.0,5.0,1.0,8.0,1.0,5.0,1,1,0,0
675,2,0,0,3.0,3.0,3.0,2.0,1.0,4.0,12.0,3.0,3.0,5,2,1,2
676,3,0,2,3.0,3.0,3.0,2.0,3.0,7.0,14.0,3.0,5.0,4,5,4,2
678,9,0,3,4.0,6.0,6.0,0.0,4.0,4.0,16.0,1.0,1.0,2,2,0,0
679,0,0,2,2.0,4.0,5.0,1.0,5.0,7.0,16.0,4.0,3.0,9,2,1,1
682,2,2,2,3.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,1,1,3,3
685,2,0,1,2.0,0.0,2.0,6.0,3.0,3.0,5.0,2.0,4.0,5,1,1,2
686,1,0,0,1.0,9.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0
688,2,0,1,2.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,1,3,0,0
690,5,0,0,2.0,0.0,4.0,4.0,1.0,2.0,13.0,4.0,3.0,5,1,2,4
691,5,0,0,3.0,9.0,3.0,3.0,5.0,7.0,11.0,5.0,3.0,1,3,2,5
693,4,1,3,2.0,3.0,5.0,6.0,1.0,2.0,16.0,5.0,3.0,2,4,4,5
694,4,0,3,3.0,6.0,5.0,5.0,5.0,7.0,11.0,6.0,3.0,3,2,3,3
695,3,0,0,2.0,7.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,2,1,0,0
696,4,0,3,3.0,8.0,3.0,3.0,5.0,5.0,8.0,6.0,0.0,2,1,4,2
699,5,0,2,2.0,0.0,1.0,0.0,5.0,7.0,15.0,1.0,2.0,1,2,0,0
700,2,0,0,3.0,7.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,1,2,2,5
704,2,0,0,1.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,0.0,1,1,2,1
709,4,0,2,4.0,3.0,4.0,5.0,5.0,4.0,11.0,4.0,3.0,4,5,4,5
713,2,1,1,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3,1,2,3
716,2,0,3,3.0,7.0,3.0,3.0,4.0,7.0,15.0,5.0,3.0,4,3,2,1
718,3,1,3,4.0,4.0,3.0,2.0,5.0,2.0,6.0,1.0,0.0,2,1,1,1
722,9,1,3,2.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,3,1,1,1
724,1,1,0,2.0,10.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,2,5,3,2
727,2,0,3,3.0,3.0,3.0,3.0,5.0,7.0,11.0,1.0,3.0,2,2,4,3
728,1,0,2,3.0,4.0,3.0,1.0,1.0,2.0,11.0,1.0,0.0,4,1,2,3
734,1,1,0,2.0,5.0,2.0,2.0,3.0,4.0,0.0,1.0,3.0,1,3,5,3
736,3,1,3,4.0,11.0,5.0,0.0,4.0,7.0,19.0,1.0,3.0,2,3,0,0
739,4,1,0,4.0,6.0,4.0,6.0,2.0,1.0,9.0,1.0,3.0,2,2,4,3
740,6,0,0,2.0,9.0,3.0,2.0,5.0,7.0,9.0,4.0,0.0,1,3,7,4
741,9,0,0,2.0,3.0,6.0,3.0,1.0,2.0,6.0,3.0,3.0,1,4,6,5
743,3,0,3,3.0,5.0,4.0,2.0,2.0,4.0,19.0,1.0,0.0,4,2,3,3
744,1,0,2,1.0,4.0,4.0,1.0,4.0,7.0,9.0,4.0,0.0,6,2,3,2
747,3,0,3,3.0,4.0,5.0,3.0,4.0,4.0,10.0,4.0,0.0,4,1,1,3
749,7,0,2,4.0,3.0,4.0,6.0,2.0,3.0,4.0,2.0,3.0,2,2,8,8
751,0,0,0,5.0,4.0,3.0,1.0,4.0,1.0,0.0,1.0,3.0,3,2,1,1
754,3,0,3,3.0,5.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,2,3,3,1
757,4,0,0,1.0,7.0,4.0,3.0,1.0,2.0,3.0,5.0,0.0,1,3,3,4
760,5,1,3,2.0,4.0,6.0,0.0,3.0,1.0,8.0,1.0,0.0,2,1,0,0
761,7,0,2,3.0,3.0,6.0,1.0,1.0,2.0,18.0,4.0,0.0,2,3,1,2
764,2,0,0,3.0,7.0,3.0,6.0,2.0,4.0,7.0,4.0,3.0,6,3,2,3
766,5,0,2,0.0,0.0,2.0,1.0,1.0,1.0,9.0,1.0,5.0,1,2,3,2
767,5,1,2,3.0,5.0,5.0,1.0,4.0,5.0,11.0,1.0,0.0,1,2,1,2
775,6,0,2,5.0,0.0,6.0,2.0,3.0,3.0,18.0,5.0,2.0,4,2,3,2
776,7,0,2,2.0,5.0,5.0,0.0,1.0,2.0,11.0,3.0,3.0,6,3,0,0
778,1,1,5,2.0,7.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,2,2,3,2
779,1,1,1,3.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,6,3,3,3
780,3,0,0,4.0,9.0,3.0,4.0,1.0,3.0,13.0,4.0,3.0,2,3,4,4
782,7,1,1,4.0,3.0,3.0,5.0,4.0,7.0,6.0,3.0,0.0,1,1,1,3
784,6,0,3,3.0,3.0,6.0,7.0,5.0,7.0,18.0,5.0,5.0,2,1,1,2
786,1,0,0,2.0,8.0,2.0,1.0,1.0,1.0,24.0,6.0,0.0,3,3,4,3
787,0,0,0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2,2,4,4
788,4,0,3,2.0,4.0,6.0,1.0,4.0,3.0,8.0,4.0,5.0,4,1,1,2
790,2,0,0,1.0,8.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0
791,6,0,0,3.0,9.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1,2,3,6
795,3,1,2,4.0,4.0,3.0,1.0,4.0,7.0,13.0,4.0,0.0,3,1,1,1
796,8,1,1,4.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,5.0,0,0,0,0
797,2,0,1,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,2,1,1,3
798,2,0,5,3.0,3.0,4.0,3.0,1.0,2.0,16.0,4.0,3.0,5,5,5,4
799,0,0,3,2.0,0.0,2.0,1.0,5.0,7.0,2.0,6.0,3.0,6,4,3,2
800,0,0,0,2.0,7.0,3.0,2.0,1.0,3.0,1.0,4.0,0.0,5,1,2,4
801,3,0,3,3.0,5.0,3.0,1.0,2.0,1.0,6.0,1.0,0.0,1,2,1,3
802,4,1,3,3.0,8.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2,3,3,4
803,9,0,3,4.0,3.0,6.0,0.0,1.0,2.0,0.0,1.0,5.0,6,1,0,0
804,4,0,1,3.0,11.0,4.0,6.0,4.0,3.0,0.0,3.0,3.0,2,2,2,2
805,0,0,0,1.0,5.0,1.0,1.0,3.0,3.0,6.0,2.0,3.0,4,3,1,2
806,2,0,0,3.0,5.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2,3,2,2
809,1,1,0,2.0,8.0,1.0,0.0,2.0,3.0,0.0,4.0,1.0,2,1,0,0
812,3,0,3,3.0,5.0,4.0,2.0,5.0,7.0,18.0,6.0,2.0,2,2,5,6
813,3,0,0,2.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,3.0,2,1,1,1
814,2,0,0,3.0,3.0,4.0,3.0,5.0,7.0,9.0,6.0,5.0,1,2,5,6
815,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,1,3,4
817,3,0,0,2.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,1,3,1,1
818,4,1,0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,4,1,1
819,6,0,3,3.0,12.0,5.0,4.0,4.0,1.0,20.0,1.0,0.0,3,2,4,3
821,2,0,0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,2,2,4,6
822,3,0,0,3.0,3.0,3.0,4.0,2.0,7.0,11.0,4.0,3.0,1,2,3,4
825,5,0,3,2.0,0.0,6.0,3.0,5.0,7.0,21.0,6.0,3.0,5,4,3,7
826,6,0,2,3.0,9.0,5.0,0.0,2.0,1.0,13.0,1.0,0.0,1,1,0,0
827,3,0,3,3.0,0.0,2.0,2.0,5.0,7.0,13.0,3.0,3.0,3,4,2,2
828,1,0,5,0.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,2,1,1,1
829,3,1,1,4.0,6.0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,8,7,6,5
830,3,0,2,3.0,3.0,5.0,6.0,1.0,2.0,10.0,1.0,3.0,1,2,1,2
831,3,0,0,2.0,7.0,4.0,2.0,4.0,5.0,2.0,3.0,0.0,2,2,2,4
833,4,0,0,3.0,7.0,5.0,6.0,4.0,7.0,13.0,3.0,0.0,3,1,3,3
835,1,1,3,3.0,5.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3,4,1,2
836,5,0,2,4.0,6.0,6.0,4.0,4.0,7.0,7.0,2.0,3.0,2,4,6,4
838,5,0,2,3.0,0.0,5.0,1.0,3.0,1.0,12.0,4.0,0.0,1,1,1,1
842,1,0,0,3.0,3.0,2.0,2.0,3.0,4.0,7.0,4.0,3.0,2,2,4,8
844,6,0,2,4.0,4.0,5.0,2.0,2.0,4.0,16.0,3.0,3.0,4,1,2,3
845,1,0,0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,3,3,1,2
846,9,0,4,3.0,9.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,2,1,0,0
847,3,0,3,4.0,6.0,2.0,1.0,5.0,4.0,0.0,2.0,3.0,1,2,3,3
848,5,0,3,3.0,10.0,6.0,5.0,3.0,7.0,21.0,3.0,4.0,4,4,5,4
850,4,0,0,2.0,3.0,4.0,5.0,4.0,7.0,16.0,6.0,3.0,4,3,5,3
851,2,0,2,4.0,6.0,4.0,1.0,2.0,2.0,8.0,1.0,3.0,2,3,2,2
855,4,0,5,3.0,7.0,6.0,7.0,1.0,2.0,15.0,5.0,5.0,2,1,1,4
858,7,0,3,4.0,3.0,6.0,8.0,5.0,7.0,20.0,5.0,1.0,7,7,7,7
859,0,1,0,2.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,3,2,1,3
861,3,1,0,3.0,3.0,2.0,4.0,1.0,2.0,0.0,4.0,3.0,3,2,4,6
862,5,0,2,2.0,9.0,3.0,3.0,2.0,2.0,18.0,3.0,0.0,2,3,3,3
863,6,1,3,2.0,3.0,3.0,1.0,4.0,3.0,18.0,1.0,2.0,3,4,1,2
868,3,1,1,3.0,6.0,3.0,1.0,4.0,7.0,0.0,1.0,0.0,4,1,2,2
874,2,0,0,2.0,7.0,3.0,4.0,4.0,5.0,6.0,5.0,3.0,2,2,7,7
877,4,0,2,4.0,3.0,5.0,5.0,1.0,2.0,15.0,2.0,5.0,2,1,3,4
878,9,0,0,3.0,3.0,4.0,4.0,2.0,7.0,21.0,6.0,3.0,2,4,6,5
882,3,0,0,3.0,10.0,2.0,1.0,3.0,2.0,5.0,3.0,0.0,1,1,3,2
883,3,0,0,3.0,8.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1,3,4,4
885,5,0,3,4.0,3.0,6.0,3.0,3.0,4.0,15.0,6.0,3.0,2,2,1,3
886,2,1,1,3.0,11.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,2,1,0,0
887,1,0,3,3.0,3.0,3.0,5.0,2.0,5.0,19.0,6.0,3.0,2,2,5,3
888,5,0,3,2.0,4.0,6.0,2.0,3.0,5.0,8.0,4.0,3.0,6,4,4,3
889,3,0,0,3.0,6.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,1,2,3,5
891,4,0,2,4.0,7.0,5.0,6.0,5.0,7.0,20.0,6.0,3.0,2,2,2,1
892,3,0,3,3.0,10.0,5.0,2.0,5.0,7.0,0.0,6.0,0.0,2,1,2,5
893,7,2,0,3.0,9.0,5.0,4.0,4.0,7.0,13.0,3.0,0.0,1,1,3,3
894,6,1,3,3.0,3.0,3.0,3.0,1.0,2.0,16.0,3.0,3.0,2,4,2,3
896,2,0,0,3.0,3.0,4.0,5.0,2.0,5.0,14.0,5.0,3.0,1,3,5,4
897,7,1,2,4.0,11.0,5.0,6.0,4.0,1.0,12.0,1.0,3.0,1,3,2,4
898,3,0,4,3.0,4.0,3.0,2.0,2.0,2.0,15.0,2.0,0.0,4,1,1,1
899,5,0,0,3.0,0.0,1.0,0.0,3.0,1.0,14.0,1.0,1.0,2,3,0,0
901,1,0,3,2.0,5.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,3,3,2,2
903,6,0,0,3.0,7.0,5.0,3.0,5.0,3.0,13.0,4.0,0.0,4,2,2,2
905,2,0,3,2.0,8.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0,0,0,0
908,3,0,0,2.0,8.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,2,4,0,0
909,6,0,2,3.0,3.0,5.0,2.0,4.0,6.0,13.0,6.0,3.0,2,2,4,3
911,2,0,3,3.0,3.0,4.0,3.0,5.0,5.0,15.0,2.0,3.0,2,3,1,1
913,4,1,5,2.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0,0,0,0
914,4,0,3,3.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,4,3,4,3
915,0,0,0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1,1,1,1
916,2,0,0,2.0,3.0,3.0,3.0,2.0,2.0,11.0,4.0,3.0,4,7,8,6
917,3,1,0,3.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,2,3,3,4
918,2,0,0,2.0,7.0,3.0,3.0,2.0,2.0,9.0,4.0,3.0,3,4,4,6
920,1,0,3,5.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,3,1,1,1
922,6,0,0,2.0,0.0,4.0,2.0,1.0,1.0,18.0,1.0,0.0,4,1,2,1
923,4,0,1,4.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,0.0,2,1,8,6
926,4,0,2,4.0,3.0,5.0,6.0,2.0,7.0,20.0,5.0,4.0,4,2,6,7
927,1,0,1,2.0,11.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1,4,4,3
932,2,0,0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,3,2,1,2
935,3,0,0,3.0,6.0,4.0,4.0,1.0,2.0,0.0,2.0,0.0,4,2,4,3
936,6,0,4,2.0,10.0,5.0,1.0,5.0,3.0,18.0,1.0,2.0,2,1,1,2
939,5,0,1,2.0,8.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,1,1,1,1
940,5,0,0,2.0,4.0,0.0,1.0,3.0,2.0,7.0,5.0,0.0,0,0,0,0
941,1,0,0,2.0,7.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,5,5,6,8
942,3,0,0,3.0,9.0,5.0,4.0,3.0,1.0,3.0,4.0,0.0,1,1,2,2
945,1,1,0,2.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3,1,0,0
949,0,0,0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,2,1,2
950,0,0,0,2.0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,3,1,3,2
951,9,0,3,3.0,12.0,6.0,2.0,1.0,2.0,19.0,1.0,3.0,3,3,1,1
952,2,0,1,2.0,5.0,3.0,2.0,3.0,3.0,7.0,3.0,2.0,2,3,2,4
954,2,0,0,2.0,3.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,3,4,4,6
957,3,0,3,3.0,3.0,5.0,5.0,5.0,7.0,19.0,6.0,4.0,6,2,4,6
959,3,0,3,2.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,4,2,2,1
969,6,0,0,3.0,7.0,4.0,5.0,1.0,3.0,18.0,3.0,1.0,3,2,7,10
970,4,1,2,4.0,3.0,5.0,7.0,1.0,2.0,16.0,4.0,3.0,1,2,4,6
971,6,0,2,2.0,9.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2,2,3,3
977,2,1,3,4.0,7.0,3.0,4.0,5.0,7.0,8.0,5.0,3.0,4,6,5,7
978,5,0,2,5.0,6.0,5.0,6.0,4.0,4.0,16.0,1.0,3.0,3,3,4,5
983,1,0,0,2.0,4.0,3.0,1.0,4.0,7.0,5.0,1.0,0.0,4,2,1,1
986,3,0,3,3.0,5.0,1.0,1.0,5.0,7.0,20.0,1.0,3.0,1,2,1,3
988,2,1,5,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1
989,1,0,3,1.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,5.0,3,1,0,0
992,4,0,2,3.0,9.0,4.0,5.0,5.0,7.0,19.0,6.0,0.0,4,3,5,3
996,1,0,5,2.0,7.0,2.0,1.0,2.0,4.0,1.0,4.0,0.0,3,3,4,5
999,3,0,0,3.0,8.0,3.0,2.0,4.0,4.0,8.0,4.0,3.0,3,4,4,6
1000,2,0,3,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1,5,7,6
1001,5,0,4,2.0,3.0,5.0,2.0,5.0,7.0,19.0,5.0,0.0,2,1,1,2
1002,4,0,2,3.0,3.0,5.0,7.0,5.0,7.0,17.0,6.0,3.0,2,2,1,3
1005,2,0,0,2.0,3.0,5.0,2.0,5.0,3.0,6.0,2.0,3.0,3,2,5,5
1007,1,0,0,3.0,3.0,2.0,2.0,4.0,7.0,11.0,5.0,3.0,2,4,4,6
1008,6,0,1,5.0,8.0,5.0,4.0,1.0,2.0,16.0,3.0,3.0,4,3,3,4
1012,4,0,2,1.0,3.0,4.0,3.0,3.0,3.0,15.0,5.0,0.0,2,2,3,4
1013,6,0,0,4.0,9.0,2.0,0.0,1.0,2.0,9.0,4.0,0.0,2,1,0,0
